experiment,model_label,method,condition,check,qid,pid_i,pid_j,k,actual_k,trial,g,g_perturbed,delta_g,abs_g_gap,preference_flipped,sign_preserved
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,3,3,9,15.007686138153076,-0.029100418090820312,15.036786556243896,15.036786556243896,1,0
cross_encoder,Cross-encoder,pairwise_ig,explanation,deletion,1001108,7870036,302808,5,5,0,15.007686138153076,15.469834804534912,-0.46214866638183594,0.46214866638183594,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,0,15.007686138153076,14.21958589553833,0.7881002426147461,0.7881002426147461,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,1,15.007686138153076,14.970481395721436,0.037204742431640625,0.037204742431640625,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,2,15.007686138153076,15.10530138015747,-0.09761524200439453,0.09761524200439453,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,3,15.007686138153076,15.103871822357178,-0.09618568420410156,0.09618568420410156,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,4,15.007686138153076,16.1706600189209,-1.1629738807678223,1.1629738807678223,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,5,15.007686138153076,14.402031421661377,0.6056547164916992,0.6056547164916992,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,6,15.007686138153076,14.357584476470947,0.6501016616821289,0.6501016616821289,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,7,15.007686138153076,14.374088764190674,0.6335973739624023,0.6335973739624023,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,8,15.007686138153076,14.880675792694092,0.12701034545898438,0.12701034545898438,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,deletion,1001108,7870036,302808,5,5,9,15.007686138153076,14.791101455688477,0.2165846824645996,0.2165846824645996,0,1
cross_encoder,Cross-encoder,pairwise_ig,explanation,preservation,1001108,7870036,302808,5,5,0,15.007686138153076,-0.4072589874267578,15.414945125579834,15.414945125579834,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,0,15.007686138153076,-0.0019521713256835938,15.00963830947876,15.00963830947876,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,1,15.007686138153076,-0.003742218017578125,15.011428356170654,15.011428356170654,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,2,15.007686138153076,0.0007619857788085938,15.006924152374268,15.006924152374268,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,3,15.007686138153076,-0.24416637420654297,15.25185251235962,15.25185251235962,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,4,15.007686138153076,-0.008265495300292969,15.01595163345337,15.01595163345337,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,5,15.007686138153076,0.009455680847167969,14.998230457305908,14.998230457305908,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,6,15.007686138153076,-0.007274627685546875,15.014960765838623,15.014960765838623,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,7,15.007686138153076,-0.2339038848876953,15.241590023040771,15.241590023040771,1,0
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,8,15.007686138153076,0.6246242523193359,14.38306188583374,14.38306188583374,0,1
cross_encoder,Cross-encoder,pairwise_ig,random,preservation,1001108,7870036,302808,5,5,9,15.007686138153076,-0.011172294616699219,15.018858432769775,15.018858432769775,1,0
cross_encoder,Cross-encoder,pairwise_ig,explanation,deletion,1001108,7870036,302808,10,10,0,15.007686138153076,16.892939567565918,-1.8852534294128418,1.8852534294128418,0,1
