experiment,comparison,metric,n,mean_diff,median_diff,std_diff,min_diff,max_diff,skew,excess_kurtosis,shapiro_W,shapiro_p,dagostino_K2,dagostino_p
cross_encoder,CE LOO vs IG (pairwise),Deletion Δg,150,31.925577058717607,26.213555067777634,85.20770506864346,-241.36862137913704,289.4269630908966,0.03362927248489029,1.8387712017610083,0.9469020709516033,1.8266448519552645e-05,8.944717805038442,0.011420344572122522
cross_encoder,CE LOO vs IG (pairwise),Preservation |g-g'|,150,-20.174941022520265,-14.372143797576427,73.08244157757565,-255.2191252708435,191.37555480003357,-0.49341246297746166,1.395303646468732,0.965792990243244,0.0008694645197524645,12.349105954852574,0.0020817362925999987
duot5,DuoT5 LOO vs IG (pairwise),Deletion Δg,150,99.42303080762426,75.03271800279617,107.2497497430029,-206.04746532440186,478.11250734329224,0.6675433976213816,1.9186226787051774,0.938619219802936,4.1555546422086065e-06,19.525525891724147,5.75553798490115e-05
duot5,DuoT5 LOO vs IG (pairwise),Preservation |g-g'|,150,-67.86190322379271,-51.56244558095932,118.47181878406705,-429.68620347976685,287.3284593820572,-0.23129586594719004,0.30411741819850224,0.9905548859823001,0.41527719317204487,2.171073247531224,0.33772050840921275
duot5,DuoT5 pairwise vs pointwise LOO,Deletion Δg,150,115.97598204279939,82.50400304794312,135.3253720240363,-181.57619643211365,520.3519756793976,0.34170759857653793,-0.09964888733486266,0.9801253874485011,0.028680080788880166,2.9922949833689354,0.2239914289031347
duot5,DuoT5 pairwise vs pointwise LOO,Preservation |g-g'|,150,-8.828735120892524,-7.709484338760376,108.94569452073935,-311.14412665367126,378.0262174606323,0.5158430330997137,1.5841044031523728,0.9669205924390966,0.001123248962682307,13.920752974800447,0.0009487393188943071
duot5,DuoT5 pairwise vs pointwise IG,Deletion Δg,150,79.7765028616786,40.74015808105469,114.80318563134209,-122.25742053985596,512.6043286323547,1.274527016135342,1.6856618698251733,0.892999565172055,5.424453264388514e-09,36.321756911903464,1.2966736933721493e-08
duot5,DuoT5 pairwise vs pointwise IG,Preservation |g-g'|,150,35.91834469715754,41.01224875450134,123.31971285329851,-315.83833265304565,364.30639123916626,-0.0019925625655550774,-0.4252841002495469,0.9922521024762283,0.5929184221154922,1.5039520007498852,0.4714340778444709
