experiment,model_label,method,condition,check,qid,pid_i,pid_j,k,actual_k,trial,g,g_perturbed,delta_g,abs_g_gap,preference_flipped,sign_preserved
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,5,5,2,2.5219192504882812,0.26573753356933594,2.2561817169189453,2.2561817169189453,0,1
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,5,5,3,2.5219192504882812,0.12070465087890625,2.401214599609375,2.401214599609375,0,1
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,5,5,4,2.5219192504882812,-0.14016151428222656,2.662080764770508,2.662080764770508,1,0
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,5,5,5,2.5219192504882812,-0.15314102172851562,2.675060272216797,2.675060272216797,1,0
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,5,5,6,2.5219192504882812,-0.7416038513183594,3.2635231018066406,3.2635231018066406,1,0
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,5,5,7,2.5219192504882812,-2.4222488403320312,4.9441680908203125,4.9441680908203125,1,0
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,5,5,8,2.5219192504882812,-0.12188148498535156,2.643800735473633,2.643800735473633,1,0
duot5,DuoT5,pointwise_ig,random,preservation,1092930,7792755,4654454,5,5,9,2.5219192504882812,0.11425399780273438,2.407665252685547,2.407665252685547,0,1
duot5,DuoT5,pointwise_ig,explanation,deletion,1092930,7792755,4654454,10,10,0,2.5219192504882812,1.4758968353271484,1.0460224151611328,1.0460224151611328,0,1
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,0,2.5219192504882812,2.7923545837402344,-0.2704353332519531,0.2704353332519531,0,1
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,1,2.5219192504882812,2.5399770736694336,-0.018057823181152344,0.018057823181152344,0,1
duot5,DuoT5,pointwise_ig,random,deletion,1092930,7792755,4654454,10,10,2,2.5219192504882812,2.116680145263672,0.4052391052246094,0.4052391052246094,0,1
